Day;Animals;Plants;Parasites;FreeFields;AvgEnergy;AvgLifeSpan;AvgChildren
884;51;42;1;36;415.16;4.25;1.37
885;56;45;1;34;378.04;4.25;1.43
886;57;45;1;31;371.63;4.25;1.44
887;57;45;1;27;371.84;4.25;1.44
888;61;48;1;29;347.31;4.24;1.48
889;65;50;1;27;325.85;4.24;1.51
890;61;49;1;29;347.39;4.23;1.48
891;59;49;1;26;359.31;4.23;1.46
892;57;47;1;28;372.33;4.23;1.42
893;53;45;1;28;400.92;4.23;1.40
894;54;47;1;29;393.54;4.23;1.41
895;51;45;1;28;417.25;4.23;1.39
896;52;47;1;29;409.31;4.23;1.40
897;54;48;1;32;394.33;4.23;1.43
898;52;47;1;31;409.92;4.22;1.40
899;53;46;1;27;402.64;4.22;1.42
900;50;46;1;30;427.12;4.22;1.36
901;50;49;1;29;427.08;4.22;1.38
902;53;47;1;34;403.53;4.22;1.42
903;56;48;1;31;382.07;4.21;1.45
904;55;49;1;30;389.13;4.21;1.44
905;56;50;1;31;382.30;4.20;1.45
906;60;47;1;29;357.38;4.20;1.48
907;60;46;1;32;357.65;4.20;1.48
908;59;49;1;32;363.51;4.20;1.47
909;59;47;1;34;363.92;4.19;1.47
910;57;47;1;32;376.86;4.19;1.46
911;56;46;1;30;383.93;4.19;1.43
912;57;46;1;28;377.42;4.18;1.46
913;56;47;1;30;384.25;4.18;1.45
914;55;47;1;29;391.47;4.18;1.44
915;55;47;1;35;391.73;4.17;1.44
916;55;46;1;33;392.11;4.17;1.44
917;57;45;1;35;378.72;4.17;1.46
918;58;44;1;36;372.52;4.16;1.47
919;58;43;1;37;372.83;4.16;1.47
920;57;43;1;33;379.56;4.15;1.46
921;56;44;1;35;386.43;4.15;1.45
922;58;44;1;34;373.33;4.15;1.47
923;58;45;1;37;373.40;4.18;1.43
924;61;45;1;37;355.21;4.18;1.46
925;60;45;1;35;361.27;4.17;1.45
926;63;42;1;33;344.54;4.17;1.48
927;60;45;1;33;361.52;4.17;1.45
928;58;45;1;36;374.14;4.17;1.43
929;61;44;1;32;356.03;4.17;1.46
930;58;43;1;35;374.71;4.16;1.45
931;59;43;1;34;368.54;4.16;1.46
932;61;43;1;37;356.62;4.17;1.48
933;56;45;1;33;388.36;4.16;1.43
934;56;46;1;30;388.46;4.16;1.43
935;57;45;1;29;382.00;4.16;1.44
936;58;45;1;33;375.62;4.15;1.45
937;59;47;1;27;369.20;4.15;1.46
938;56;51;1;28;388.66;4.15;1.43
939;60;51;1;30;362.97;4.15;1.47
940;57;52;1;29;382.11;4.14;1.44
941;53;53;1;26;411.04;4.15;1.38
942;57;51;1;26;382.72;4.14;1.42
943;62;50;1;25;352.16;4.14;1.47
944;61;47;1;24;358.39;4.14;1.46
945;59;48;1;27;370.56;4.13;1.44
946;61;47;1;27;358.69;4.13;1.46
947;63;49;1;25;347.21;4.13;1.48
948;59;50;1;21;370.73;4.13;1.42
949;58;56;1;24;376.57;4.13;1.43
950;59;55;1;22;370.49;4.13;1.44
951;58;56;1;21;376.93;4.13;1.41
952;56;54;1;23;390.84;4.15;1.41
953;52;55;1;24;421.02;4.15;1.37
954;56;53;1;24;391.50;4.15;1.41
955;58;54;1;23;378.10;4.15;1.43
956;53;51;1;26;414.38;4.14;1.38
957;55;51;1;26;399.60;4.14;1.40
958;55;52;1;25;399.73;4.14;1.40
959;53;51;1;27;415.21;4.14;1.38
960;52;48;1;29;423.90;4.13;1.37
961;56;46;1;27;394.18;4.13;1.41
962;60;44;1;31;368.35;4.13;1.43
963;58;47;1;27;380.84;4.13;1.41
964;57;48;1;30;387.60;4.13;1.40
965;58;48;1;28;381.12;4.12;1.41
966;58;50;1;28;381.07;4.12;1.41
967;59;52;1;27;374.56;4.12;1.42
968;58;50;1;26;381.43;4.11;1.40
969;55;50;1;27;402.44;4.11;1.38
970;59;51;1;22;375.27;4.11;1.42
971;57;48;1;25;388.98;4.11;1.40
972;59;43;1;32;376.59;4.10;1.42
973;58;42;1;33;383.38;4.10;1.41
974;56;43;1;30;397.14;4.10;1.41
975;56;46;1;30;397.00;4.10;1.39
976;51;45;1;31;436.31;4.10;1.35
977;52;46;1;30;428.13;4.10;1.37
978;51;46;1;27;436.86;4.10;1.35
979;50;46;1;32;445.96;4.09;1.34
980;49;45;1;29;455.59;4.09;1.33
981;52;49;1;27;429.15;4.09;1.37
982;60;49;1;29;372.22;4.09;1.45
983;63;49;1;29;354.63;4.08;1.48
984;66;48;1;23;338.71;4.08;1.50
985;63;52;1;27;354.44;4.08;1.48
986;61;50;1;26;366.39;4.07;1.46
987;58;49;1;24;385.60;4.07;1.40
988;51;46;1;27;439.16;4.07;1.35
989;50;46;1;31;448.30;4.10;1.36
990;56;44;1;33;400.86;4.10;1.43
991;59;45;1;31;380.58;4.10;1.46
992;56;43;1;32;401.39;4.10;1.43
993;56;44;1;35;401.50;4.09;1.43
994;56;41;1;35;402.11;4.09;1.41
995;52;44;1;36;432.88;4.09;1.38
996;49;42;1;34;460.02;4.08;1.35
997;52;43;1;34;433.73;4.08;1.38
998;53;40;1;36;426.26;4.08;1.40
999;56;43;1;40;403.34;4.08;1.43
1000;57;41;1;40;396.74;4.08;1.44
1001;55;40;1;38;411.51;4.08;1.42
1002;57;39;1;34;397.44;4.08;1.44
1003;57;42;1;35;397.28;4.07;1.44
1004;59;43;1;35;383.90;4.07;1.46
1005;62;46;1;32;365.15;4.07;1.48
1006;59;48;1;32;383.59;4.07;1.46
1007;58;50;1;29;390.14;4.06;1.45
1008;55;51;1;27;411.49;4.06;1.40
1009;53;51;1;29;427.28;4.06;1.40
1010;51;49;1;31;444.63;4.06;1.37
1011;51;48;1;30;445.12;4.05;1.37
1012;57;48;1;31;398.58;4.05;1.44
1013;55;50;1;26;413.04;4.05;1.42
1014;52;50;1;28;437.13;4.05;1.38
1015;50;50;1;30;454.96;4.05;1.36
1016;49;49;1;30;464.78;4.04;1.35
1017;51;48;1;31;447.08;4.04;1.37
1018;50;45;1;36;456.80;4.04;1.36
1019;51;45;1;33;448.22;4.04;1.37
1020;53;46;1;32;431.51;4.04;1.40
1021;53;46;1;30;431.81;4.03;1.40
1022;54;44;1;30;424.37;4.03;1.41
1023;57;45;1;31;402.18;4.03;1.44
1024;55;44;1;32;417.15;4.03;1.42
1025;53;46;1;33;432.89;4.03;1.40
1026;51;45;1;25;450.31;4.03;1.37
1027;52;46;1;27;441.87;4.02;1.38
1028;51;47;1;30;450.73;4.02;1.37
1029;50;46;1;33;460.24;4.02;1.36
1030;53;49;1;28;434.15;4.02;1.38
1031;54;48;1;28;426.54;4.02;1.39
1032;55;45;1;32;419.44;4.01;1.40
1033;54;47;1;31;427.20;4.01;1.39
1034;54;49;1;30;427.22;4.01;1.39
1035;55;50;1;27;419.60;4.01;1.40
1036;51;50;1;27;452.78;4.00;1.35
1037;51;51;1;26;453.00;4.00;1.35
1038;52;51;1;27;444.63;4.00;1.37
1039;56;52;1;29;413.05;4.00;1.41
1040;57;50;1;28;406.28;4.00;1.42
1041;51;49;1;29;454.45;4.03;1.33
1042;51;45;1;32;455.35;4.03;1.35
1043;50;47;1;30;464.54;4.02;1.34
1044;52;48;1;31;446.90;4.02;1.37
1045;56;50;1;31;415.04;4.02;1.41
1046;58;51;1;26;400.83;4.02;1.43
1047;59;51;1;24;394.22;4.01;1.44
1048;60;50;1;24;387.93;4.01;1.45
1049;60;48;1;27;388.32;4.01;1.45
1050;61;49;1;28;381.98;4.00;1.46
1051;60;47;1;29;388.72;4.00;1.45
1052;61;47;1;29;382.49;4.00;1.46
1053;58;49;1;28;402.17;4.00;1.43
1054;55;47;1;29;424.56;3.99;1.40
1055;57;50;1;28;409.54;3.99;1.42
1056;55;50;1;28;424.65;3.99;1.40
1057;55;51;1;29;424.78;3.99;1.42
1058;54;52;1;30;432.78;3.99;1.41
1059;51;52;1;27;458.53;3.99;1.37
1060;56;52;1;28;417.91;3.99;1.43
1061;59;49;1;26;397.24;3.99;1.46
1062;59;52;1;29;397.05;4.01;1.42
1063;57;52;1;30;411.16;4.02;1.39
1064;55;51;1;30;426.45;4.02;1.38
1065;55;51;1;29;426.71;4.02;1.38
1066;54;50;1;30;435.00;4.02;1.33
1067;54;49;1;28;435.41;4.01;1.35
1068;48;49;1;27;490.15;4.01;1.29
1069;50;53;1;30;470.40;4.01;1.32
1070;55;54;1;30;427.85;4.01;1.38
1071;55;54;1;31;428.11;4.01;1.38
1072;52;52;1;29;453.35;4.00;1.35
1073;50;52;1;31;471.82;4.00;1.32
1074;51;51;1;30;463.08;4.00;1.35
1075;53;54;1;28;445.55;4.00;1.38
1076;50;54;1;25;472.60;4.00;1.34
1077;53;54;1;25;446.21;3.99;1.38
1078;56;54;1;25;422.59;3.99;1.41
1079;54;51;1;29;438.87;3.99;1.39
1080;55;49;1;28;431.42;3.99;1.40
1081;57;51;1;29;416.28;3.98;1.42
1082;59;47;1;29;402.85;3.98;1.44
1083;60;50;1;28;395.95;3.98;1.45
1084;58;52;1;30;409.52;3.98;1.43
1085;58;53;1;29;409.59;3.98;1.41
1086;56;54;1;29;424.29;3.98;1.41
1087;55;56;1;25;431.98;3.97;1.38
1088;50;58;1;24;475.18;3.97;1.32
1089;47;58;1;22;505.91;3.97;1.30
1090;49;60;1;18;485.43;3.97;1.33
1091;52;60;1;21;457.81;3.97;1.37
1092;54;58;1;23;441.43;3.96;1.39
1093;52;56;1;21;458.96;3.96;1.37
1094;52;56;1;20;459.29;3.96;1.35
1095;49;56;1;22;487.76;3.96;1.31
1096;48;55;1;25;498.48;3.96;1.29
1097;49;57;1;22;488.45;3.96;1.31
1098;45;56;1;24;532.47;3.96;1.27
1099;48;56;1;23;499.69;3.95;1.31
1100;53;57;1;23;452.81;3.95;1.38
1101;55;56;1;25;436.76;3.95;1.40
1102;51;55;1;26;471.43;3.95;1.35
