Day;Animals;Plants;Parasites;FreeFields;AvgEnergy;AvgLifeSpan;AvgChildren
355;30;88;1;4;422.90;2.59;1.63
356;28;85;1;5;455.25;2.58;1.61
357;28;85;1;7;456.71;3.04;1.54
358;30;85;1;5;427.63;3.03;1.57
359;31;85;1;5;415.10;3.01;1.58
360;29;86;1;6;444.79;2.99;1.55
361;28;86;1;5;462.11;2.97;1.54
362;29;85;1;7;447.83;2.96;1.55
363;27;87;1;4;481.96;2.95;1.52
364;28;87;1;3;466.25;2.93;1.54
365;28;88;1;3;467.46;2.93;1.54
366;28;86;1;3;469.43;2.91;1.54
367;29;84;1;4;455.14;2.91;1.55
368;28;82;1;7;473.32;2.90;1.54
369;27;85;1;6;491.59;2.89;1.52
370;28;83;1;5;476.04;2.88;1.54
371;29;86;1;7;460.31;2.88;1.55
372;28;88;1;4;477.68;2.87;1.54
373;29;89;1;2;462.38;2.86;1.55
374;31;87;1;4;434.29;2.86;1.58
375;31;88;1;5;435.29;2.84;1.58
376;30;86;1;5;451.53;2.93;1.57
377;32;87;1;5;424.31;2.92;1.59
378;30;82;1;7;455.00;2.91;1.57
379;29;82;1;9;472.03;2.89;1.55
380;31;82;1;8;442.87;2.89;1.58
381;32;82;1;7;430.22;2.88;1.59
382;35;81;1;7;394.60;2.87;1.63
383;33;82;1;5;419.33;2.86;1.61
384;32;81;1;7;433.78;2.84;1.59
385;33;83;1;8;421.33;2.83;1.61
386;33;79;1;5;423.27;2.82;1.61
387;31;78;1;5;451.97;2.81;1.58
388;33;78;1;9;425.73;2.81;1.61
389;36;80;1;7;390.86;2.81;1.64
390;34;79;1;7;415.03;2.79;1.62
391;31;79;1;9;456.32;2.78;1.58
392;32;80;1;9;443.03;2.78;1.59
393;32;81;1;8;443.97;2.77;1.59
394;35;81;1;8;406.97;2.77;1.63
395;36;83;1;7;396.22;2.79;1.64
396;33;80;1;7;433.88;2.78;1.61
397;33;79;1;8;435.18;2.77;1.61
398;34;75;1;11;424.26;2.77;1.62
399;33;76;1;10;437.97;2.76;1.61
400;36;76;1;13;402.47;2.81;1.64
401;35;78;1;9;414.51;3.00;1.57
402;32;76;1;13;454.88;2.98;1.56
403;32;76;1;11;456.03;2.97;1.56
404;33;77;1;12;443.12;3.08;1.58
405;37;76;1;12;396.38;3.07;1.62
406;40;74;1;15;367.80;3.07;1.65
407;40;75;1;14;368.35;3.05;1.65
408;37;74;1;11;399.19;3.04;1.59
409;36;73;1;13;411.36;3.02;1.61
410;37;71;1;14;401.51;3.01;1.62
411;36;69;1;15;413.94;3.01;1.61
412;37;69;1;18;403.65;3.12;1.57
413;38;71;1;18;393.50;3.12;1.58
414;37;70;1;15;405.16;3.10;1.57
415;38;73;1;13;394.79;3.09;1.58
416;39;71;1;17;385.82;3.08;1.59
417;40;71;1;17;376.93;3.07;1.60
418;43;71;1;15;351.30;3.08;1.63
419;42;71;1;14;360.29;3.11;1.60
420;40;71;1;16;378.98;3.08;1.60
421;40;69;1;15;380.05;3.07;1.60
422;42;70;1;16;362.48;3.06;1.62
423;41;71;1;14;371.80;3.05;1.61
424;43;71;1;17;355.16;3.03;1.63
425;44;72;1;15;347.52;3.22;1.61
426;42;69;1;14;365.17;3.20;1.62
427;40;72;1;14;383.58;3.25;1.58
428;39;70;1;16;394.51;3.23;1.59
429;39;70;1;17;395.28;3.22;1.59
430;38;69;1;16;406.66;3.21;1.58
431;38;68;1;15;407.66;3.20;1.58
432;38;66;1;17;408.84;3.19;1.58
433;38;68;1;16;409.29;3.21;1.58
434;39;68;1;14;399.59;3.22;1.59
435;36;70;1;15;433.33;3.20;1.56
436;33;70;1;14;473.73;3.47;1.52
437;33;71;1;14;474.61;3.55;1.48
438;32;74;1;13;489.91;3.61;1.50
439;31;76;1;12;506.45;3.60;1.48
440;30;75;1;14;524.83;3.59;1.47
441;31;75;1;13;509.16;3.58;1.48
442;32;75;1;16;494.44;3.58;1.50
443;34;75;1;15;466.44;3.57;1.53
444;34;74;1;16;467.68;3.56;1.53
445;36;73;1;13;442.86;3.55;1.56
446;35;71;1;15;456.86;3.54;1.54
447;33;71;1;16;485.58;3.52;1.52
448;35;69;1;18;459.26;3.51;1.54
449;35;70;1;18;460.03;3.50;1.54
450;36;69;1;19;448.39;3.49;1.56
451;37;69;1;19;437.16;3.49;1.57
452;36;68;1;20;450.39;3.47;1.56
453;36;70;1;20;450.92;3.46;1.56
454;36;67;1;19;452.42;3.45;1.56
455;34;69;1;17;479.59;3.44;1.53
456;35;67;1;17;467.29;3.43;1.54
457;36;64;1;18;455.83;3.43;1.56
458;37;64;1;20;444.41;3.42;1.57
459;36;63;1;22;457.83;3.41;1.56
460;33;61;1;24;500.88;3.40;1.52
461;35;60;1;24;473.49;3.40;1.54
462;37;59;1;25;449.00;3.39;1.57
463;36;60;1;21;462.17;3.38;1.56
464;37;60;1;24;450.57;3.38;1.57
465;38;61;1;22;439.37;3.37;1.58
466;39;60;1;24;429.08;3.36;1.59
467;39;57;1;26;430.38;3.36;1.59
468;40;53;1;30;421.08;3.35;1.60
469;42;54;1;29;401.55;3.34;1.62
470;40;51;1;28;422.83;3.34;1.60
471;40;51;1;34;423.55;3.32;1.60
472;43;52;1;31;394.51;3.32;1.63
473;42;53;1;30;404.36;3.30;1.62
474;43;53;1;30;395.58;3.29;1.63
475;43;53;1;30;396.19;3.28;1.63
